INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user1'	, 	'1234'	, 	'user1@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user181'	, 	'1234'	, 	'user181@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user182'	, 	'1234'	, 	'user182@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user183'	, 	'1234'	, 	'user183@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user184'	, 	'1234'	, 	'user184@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user185'	, 	'1234'	, 	'user185@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user186'	, 	'1234'	, 	'user186@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user187'	, 	'1234'	, 	'user187@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user188'	, 	'1234'	, 	'user188@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user189'	, 	'1234'	, 	'user189@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user190'	, 	'1234'	, 	'user190@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user191'	, 	'1234'	, 	'user191@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user192'	, 	'1234'	, 	'user192@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user193'	, 	'1234'	, 	'user193@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user194'	, 	'1234'	, 	'user194@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user195'	, 	'1234'	, 	'user195@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user196'	, 	'1234'	, 	'user196@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user197'	, 	'1234'	, 	'user197@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user198'	, 	'1234'	, 	'user198@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user199'	, 	'1234'	, 	'user199@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user200'	, 	'1234'	, 	'user200@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user201'	, 	'1234'	, 	'user201@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user202'	, 	'1234'	, 	'user202@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user203'	, 	'1234'	, 	'user203@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user204'	, 	'1234'	, 	'user204@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user205'	, 	'1234'	, 	'user205@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user206'	, 	'1234'	, 	'user206@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user207'	, 	'1234'	, 	'user207@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user208'	, 	'1234'	, 	'user208@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user209'	, 	'1234'	, 	'user209@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user210'	, 	'1234'	, 	'user210@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user211'	, 	'1234'	, 	'user211@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user212'	, 	'1234'	, 	'user212@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user213'	, 	'1234'	, 	'user213@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user214'	, 	'1234'	, 	'user214@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user215'	, 	'1234'	, 	'user215@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user216'	, 	'1234'	, 	'user216@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user217'	, 	'1234'	, 	'user217@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user218'	, 	'1234'	, 	'user218@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user219'	, 	'1234'	, 	'user219@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user220'	, 	'1234'	, 	'user220@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user221'	, 	'1234'	, 	'user221@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user222'	, 	'1234'	, 	'user222@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user223'	, 	'1234'	, 	'user223@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user224'	, 	'1234'	, 	'user224@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user225'	, 	'1234'	, 	'user225@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user226'	, 	'1234'	, 	'user226@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user227'	, 	'1234'	, 	'user227@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user228'	, 	'1234'	, 	'user228@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user229'	, 	'1234'	, 	'user229@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user230'	, 	'1234'	, 	'user230@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user231'	, 	'1234'	, 	'user231@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user232'	, 	'1234'	, 	'user232@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user233'	, 	'1234'	, 	'user233@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user234'	, 	'1234'	, 	'user234@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user235'	, 	'1234'	, 	'user235@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user236'	, 	'1234'	, 	'user236@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user237'	, 	'1234'	, 	'user237@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user238'	, 	'1234'	, 	'user238@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user239'	, 	'1234'	, 	'user239@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user240'	, 	'1234'	, 	'user240@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user241'	, 	'1234'	, 	'user241@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user242'	, 	'1234'	, 	'user242@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user243'	, 	'1234'	, 	'user243@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user244'	, 	'1234'	, 	'user244@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user245'	, 	'1234'	, 	'user245@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user246'	, 	'1234'	, 	'user246@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user247'	, 	'1234'	, 	'user247@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user248'	, 	'1234'	, 	'user248@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user249'	, 	'1234'	, 	'user249@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user250'	, 	'1234'	, 	'user250@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user251'	, 	'1234'	, 	'user251@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user252'	, 	'1234'	, 	'user252@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user253'	, 	'1234'	, 	'user253@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user254'	, 	'1234'	, 	'user254@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user255'	, 	'1234'	, 	'user255@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user256'	, 	'1234'	, 	'user256@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user257'	, 	'1234'	, 	'user257@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user258'	, 	'1234'	, 	'user258@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user259'	, 	'1234'	, 	'user259@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user260'	, 	'1234'	, 	'user260@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user261'	, 	'1234'	, 	'user261@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user262'	, 	'1234'	, 	'user262@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user263'	, 	'1234'	, 	'user263@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user264'	, 	'1234'	, 	'user264@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user265'	, 	'1234'	, 	'user265@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user266'	, 	'1234'	, 	'user266@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user267'	, 	'1234'	, 	'user267@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user268'	, 	'1234'	, 	'user268@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user269'	, 	'1234'	, 	'user269@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user270'	, 	'1234'	, 	'user270@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user271'	, 	'1234'	, 	'user271@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user272'	, 	'1234'	, 	'user272@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user273'	, 	'1234'	, 	'user273@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user274'	, 	'1234'	, 	'user274@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user275'	, 	'1234'	, 	'user275@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user276'	, 	'1234'	, 	'user276@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user277'	, 	'1234'	, 	'user277@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user278'	, 	'1234'	, 	'user278@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user279'	, 	'1234'	, 	'user279@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user280'	, 	'1234'	, 	'user280@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user281'	, 	'1234'	, 	'user281@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user282'	, 	'1234'	, 	'user282@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user283'	, 	'1234'	, 	'user283@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user284'	, 	'1234'	, 	'user284@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user285'	, 	'1234'	, 	'user285@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user286'	, 	'1234'	, 	'user286@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user287'	, 	'1234'	, 	'user287@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user288'	, 	'1234'	, 	'user288@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user289'	, 	'1234'	, 	'user289@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user290'	, 	'1234'	, 	'user290@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user291'	, 	'1234'	, 	'user291@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user292'	, 	'1234'	, 	'user292@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user293'	, 	'1234'	, 	'user293@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user294'	, 	'1234'	, 	'user294@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user295'	, 	'1234'	, 	'user295@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user296'	, 	'1234'	, 	'user296@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user297'	, 	'1234'	, 	'user297@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user298'	, 	'1234'	, 	'user298@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user299'	, 	'1234'	, 	'user299@example.com'	);
INSERT INTO pd_user (userid, nickname, pwd, email) VALUES (	pd_user_seq.NEXTVAL	, 	'user300'	, 	'1234'	, 	'user300@example.com'	);
